Entry,Entry name,Status,Protein names,Gene names,Organism,Length,GO
P38319,TYDP1_YEAST,reviewed,Tyrosyl-DNA phosphodiesterase 1 (Tyr-DNA phosphodiesterase 1) (EC 3.1.4.-),TDP1 YBR223C YBR1520,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),544,GO:0006974
P22515,UBA1_YEAST,reviewed,Ubiquitin-activating enzyme E1 1 (EC 6.2.1.45),UBA1 YKL210W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1024,GO:0006974
P38811,TRA1_YEAST,reviewed,Transcription-associated protein 1 (p400 kDa component of SAGA),TRA1 YHR099W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3744,GO:0006974
P12887,UNG_YEAST,reviewed,Uracil-DNA glycosylase (UDG) (EC 3.2.2.27),UNG1 YML021C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),359,GO:0006974
P04050,RPB1_YEAST,reviewed,DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit 1) (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase II subunit B220),RPO21 RPB1 RPB220 SUA8 YDL140C D2150,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1733,GO:0006974
C7GVQ9,SHU2_YEAS2,reviewed,Suppressor of hydroxyurea sensitivity protein 2,SHU2 C1Q_04575,Saccharomyces cerevisiae (strain JAY291) (Baker's yeast),223,GO:0006974
P06701,SIR3_YEAST,reviewed,Regulatory protein SIR3 (Silent information regulator 3),SIR3 CMT1 MAR2 STE8 YLR442C L9753.10,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),978,GO:0006974
Q00416,SEN1_YEAST,reviewed,Helicase SEN1 (EC 3.6.4.-) (tRNA-splicing endonuclease positive effector),SEN1 YLR430W L9576.1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2231,GO:0006974
Q05543,RT103_YEAST,reviewed,Regulator of Ty1 transposition protein 103,RTT103 YDR289C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),409,GO:0006974
P53012,SCS3_YEAST,reviewed,FIT family protein SCS3,SCS3 FIT2B YGL126W G2868,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),380,GO:0006974
B5VFX4,SHU2_YEAS6,reviewed,Suppressor of hydroxyurea sensitivity protein 2,SHU2 AWRI1631_42970,Saccharomyces cerevisiae (strain AWRI1631) (Baker's yeast),223,GO:0006974
P38957,SHU2_YEAST,reviewed,Suppressor of hydroxyurea sensitivity protein 2,SHU2 YDR078C D4436,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),223,GO:0006974
Q03406,SLD5_YEAST,reviewed,DNA replication complex GINS protein SLD5,SLD5 YDR489W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),294,GO:0006974
P35187,SGS1_YEAST,reviewed,ATP-dependent helicase SGS1 (EC 3.6.4.12) (Helicase TPS1),SGS1 TPS1 YMR190C YM9646.02C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1447,GO:0006974
P40072,SLX8_YEAST,reviewed,E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX8 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SLX8) (Synthetic lethal of unknown function protein 8),SLX8 YER116C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),274,GO:0006974
B5VEH8,SLX1_YEAS6,reviewed,Structure-specific endonuclease subunit SLX1 (EC 3.1.-.-),SLX1 AWRI1631_23050,Saccharomyces cerevisiae (strain AWRI1631) (Baker's yeast),304,GO:0006974
Q12098,SLX4_YEAST,reviewed,Structure-specific endonuclease subunit SLX4 (Synthetic lethal of unknown function protein 4),SLX4 YLR135W L3140,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),748,GO:0006974
Q08231,THP1_YEAST,reviewed,Nuclear mRNA export protein THP1 (Bud site selection protein 29),THP1 BUD29 YOL072W O1140,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),455,GO:0006974
E7KAR8,SHU2_YEASA,reviewed,Suppressor of hydroxyurea sensitivity protein 2,SHU2 AWRI796_0823,Saccharomyces cerevisiae (strain AWRI796) (Baker's yeast),223,GO:0006974
Q12159,YRA1_YEAST,reviewed,RNA annealing protein YRA1,YRA1 YDR381W D9481.2 D9509.1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),226,GO:0006974
B3LMT5,SLX1_YEAS1,reviewed,Structure-specific endonuclease subunit SLX1 (EC 3.1.-.-),SLX1 SCRG_02743,Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast),304,GO:0006974
Q04511,UFO1_YEAST,reviewed,Ubiquitin ligase complex F-box protein UFO1,UFO1 YML088W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),668,GO:0006974
P28625,YIM1_YEAST,reviewed,Protein YIM1,YIM1 YMR152W YM8520.01 YM9375.22,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),365,GO:0006974
P43583,BLM10_YEAST,reviewed,Proteasome activator BLM10 (Bleomycin resistance protein BLM10),BLM10 BLM3 YFL007W YFL006W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2143,GO:0006974
P15436,DPOD_YEAST,reviewed,DNA polymerase delta catalytic subunit (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase III),POL3 CDC2 TEX1 YDL102W D2366,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1097,GO:0006974
P46963,CTK3_YEAST,reviewed,CTD kinase subunit gamma (CTDK-I gamma subunit) (CTD kinase 32 kDa subunit) (CTD kinase subunit 3),CTK3 YML112W YM8339.07,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),296,GO:0006974
P06243,CDC7_YEAST,reviewed,Cell division control protein 7 (EC 2.7.11.1),CDC7 OAF2 YDL017W D2855,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),507,GO:0006974
P49956,CTF18_YEAST,reviewed,Chromosome transmission fidelity protein 18,CTF18 CHL12 YMR078C YM9582.03C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),741,GO:0006974
P29311,BMH1_YEAST,reviewed,Protein BMH1,BMH1 YER177W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),267,GO:0006974
P53202,CUL3_YEAST,reviewed,Cullin-3 (Cullin-B),CUL3 YGR003W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),744,GO:0006974
P34217,PIN4_YEAST,reviewed,RNA-binding protein PIN4 (Psi inducibility protein 4),PIN4 MDT1 YBL051C YBL0506 YBL0516,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),668,GO:0006974
P32598,PP12_YEAST,reviewed,Serine/threonine-protein phosphatase PP1-2 (EC 3.1.3.16),GLC7 CID1 DIS2 YER133W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),312,GO:0006974
P38920,MLH1_YEAST,reviewed,DNA mismatch repair protein MLH1 (MutL protein homolog 1) (Post meiotic segregation protein 2),MLH1 PMS2 YMR167W YM8520.16,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),769,GO:0006974
Q06211,MMS1_YEAST,reviewed,E3 ubiquitin-protein ligase linker protein MMS1 (Methyl methanesulfonate-sensitivity protein 1) (Regulator of Ty1 transposition protein 108) (Synthetically lethal with MCM10 protein 6),MMS1 KIM3 RTT108 SLM6 YPR164W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1407,GO:0006974
P53632,PAP2_YEAST,reviewed,Poly(A) RNA polymerase protein 2 (EC 2.7.7.19) (DNA polymerase kappa) (DNA polymerase sigma) (Topoisomerase 1-related protein TRF4),PAP2 TRF4 YOL115W HRC584 O0716,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),584,GO:0006974
Q12223,RAD59_YEAST,reviewed,DNA repair protein RAD59,RAD59 YDL059C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),238,GO:0006974
P46957,DPOD2_YEAST,reviewed,DNA polymerase delta small subunit (EC 2.7.7.7) (Hydroxyurea-sensitive protein 2),POL31 HUS2 HYS2 SDP5 YJR006W J1427 YJR83.7,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),487,GO:0006974
P39943,MIG3_YEAST,reviewed,Transcription corepressor MIG3 (Multicopy inhibitor of growth protein 3),MIG3 YER028C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),394,GO:0006974
A6ZL17,RDH54_YEAS7,reviewed,DNA repair and recombination protein RDH54 (RAD homolog 54) (Recombination factor TID1) (Two hybrid interaction with DMC1 protein 1) [Includes: DNA topoisomerase (EC 5.99.1.-); Putative helicase (EC 3.6.4.12)],RDH54 TID1 SCY_0287,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),924,GO:0006974
Q06624,RHC31_YEAST,reviewed,DNA damage tolerance protein RHC31 (RAD31 homolog),AOS1 RHC31 YPR180W P9705.5,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),347,GO:0006974
Q02685,RMI1_YEAST,reviewed,RecQ-mediated genome instability protein 1,RMI1 NCE4 YPL024W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),241,GO:0006974
A6ZVS0,MPH1_YEAS7,reviewed,ATP-dependent DNA helicase MPH1 (EC 3.6.4.12) (FANCM-like protein 1) (Mutator phenotype protein 1),MPH1 SCY_2786,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),993,GO:0006974
Q04049,POLH_YEAST,reviewed,DNA polymerase eta (EC 2.7.7.7) (Radiation-sensitive protein 30),RAD30 DBH1 YDR419W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),632,GO:0006974
P22216,RAD53_YEAST,reviewed,Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1),RAD53 MEC2 SAD1 SPK1 YPL153C P2588,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),821,GO:0006974
P02293,H2B1_YEAST,reviewed,Histone H2B.1 (Suppressor of Ty protein 12),HTB1 H2B1 SPT12 YDR224C YD9934.09C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),131,GO:0006974
Q06674,HIM1_YEAST,reviewed,Protein HIM1 (High induction of mutagenesis protein 1),HIM1 YDR317W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),414,GO:0006974
P52891,NUP84_YEAST,reviewed,Nucleoporin NUP84 (Nuclear pore protein NUP84),NUP84 YDL116W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),726,GO:0006974
Q12146,PSF3_YEAST,reviewed,DNA replication complex GINS protein PSF3 (Partner of Sld five 3),PSF3 YOL146W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),194,GO:0006974
P38622,RCK1_YEAST,reviewed,Serine/threonine-protein kinase RCK1 (EC 2.7.11.1),RCK1 YGL158W G1854,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),512,GO:0006974
P22936,APN1_YEAST,reviewed,Apurinic-apyrimidinic endonuclease 1 (AP endonuclease 1) (EC 3.1.21.-),APN1 YKL114C YKL513,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),367,GO:0006974
P25588,MRC1_YEAST,reviewed,Mediator of replication checkpoint protein 1 (DNA replication checkpoint mediator MRC1),MRC1 YCL061C YCL61C/YCL60C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1096,GO:0006974
P53010,PAN2_YEAST,reviewed,PAN2-PAN3 deadenylation complex catalytic subunit PAN2 (EC 3.1.13.4) (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 2) (PAN deadenylation complex subunit 2),PAN2 YGL094C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1115,GO:0006974
P26755,RFA3_YEAST,reviewed,Replication factor A protein 3 (RF-A) (Replication protein A 13 kDa subunit),RFA3 YJL173C J0506,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),122,GO:0006974
P25847,MSH2_YEAST,reviewed,DNA mismatch repair protein MSH2 (MutS protein homolog 2),MSH2 YOL090W O0935,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),964,GO:0006974
P39705,NUP60_YEAST,reviewed,Nucleoporin NUP60 (Nuclear pore protein NUP60),NUP60 FUN17 YAR002W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),539,GO:0006974
P24279,MCM3_YEAST,reviewed,DNA replication licensing factor MCM3 (EC 3.6.4.12) (Minichromosome maintenance protein 3),MCM3 YEL032W SYGP-ORF23,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),971,GO:0006974
P05066,PHR_YEAST,reviewed,"Deoxyribodipyrimidine photo-lyase, mitochondrial (EC 4.1.99.3) (DNA photolyase) (Photoreactivating enzyme)",PHR1 YOR386W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),565,GO:0006974
P32523,PRP19_YEAST,reviewed,Pre-mRNA-processing factor 19 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase PRP19),PRP19 PSO4 YLL036C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),503,GO:0006974
P38110,ATM_YEAST,reviewed,Serine/threonine-protein kinase TEL1 (EC 2.7.11.1) (ATM homolog) (DNA-damage checkpoint kinase TEL1) (Telomere length regulation protein 1),TEL1 YBL088C YBL0706,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2787,GO:0006974
Q06338,BCP1_YEAST,reviewed,Protein BCP1,BCP1 YDR361C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),283,GO:0006974
P29295,HRR25_YEAST,reviewed,Casein kinase I homolog HRR25 (EC 2.7.11.1),HRR25 YPL204W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),494,GO:0006974
Q04264,PDS5_YEAST,reviewed,Sister chromatid cohesion protein PDS5 (Precocious dissociation of sisters protein 5),PDS5 YMR076C YM9582.01C YM9916.15C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1277,GO:0006974
P40026,KRE29_YEAST,reviewed,DNA repair protein KRE29 (Killer toxin-resistance protein 29),KRE29 YER038C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),464,GO:0006974
P30665,MCM4_YEAST,reviewed,DNA replication licensing factor MCM4 (EC 3.6.4.12) (Cell division control protein 54),MCM4 CDC54 HCD21 YPR019W YP9531.13,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),933,GO:0006974
P49687,NU145_YEAST,reviewed,Nucleoporin NUP145 (EC 3.4.21.-) (Nuclear pore protein NUP145) [Cleaved into: Nucleoporin NUP145N (N-NUP145); Nucleoporin NUP145C (C-NUP145)],NUP145 RAT10 YGL092W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1317,GO:0006974
P31378,NTH1_YEAST,reviewed,Endonuclease III homolog 1 (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase 1) (DNA glycosylase/AP lyase 1) (Endonuclease III-like glycosylase 1) (Redoxyendonuclease 1),NTG1 OGG2 SCR1 YAL015C FUN33,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),399,GO:0006974
P06839,RAD3_YEAST,reviewed,General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 3.6.4.12) (DNA repair helicase RAD3) (RNA polymerase II transcription factor B subunit RAD3) (TFB subunit RAD3),RAD3 REM1 YER171W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),778,GO:0006974
P53688,HST4_YEAST,reviewed,NAD-dependent histone deacetylase HST4 (EC 2.3.1.286) (Homologous to SIR2 protein 4) (Regulatory protein SIR2 homolog 4),HST4 YDR191W YD9346.03,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),370,GO:0006974
P11632,NHP6A_YEAST,reviewed,Non-histone chromosomal protein 6A,NHP6A NHPA YPR052C YP9499.09C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),93,GO:0006974
Q12488,PSF1_YEAST,reviewed,DNA replication complex GINS protein PSF1 (Partner of Sld five 1),PSF1 YDR013W PZA208 YD8119.18,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),208,GO:0006974
Q03957,CTK1_YEAST,reviewed,CTD kinase subunit alpha (CTDK-I subunit alpha) (EC 2.7.11.23) (CTD kinase 58 kDa subunit) (CTD kinase subunit 1),CTK1 YKL139W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),528,GO:0006974
P25615,DPO4_YEAST,reviewed,DNA polymerase IV (POL IV) (EC 2.7.7.7),POL4 POLX YCR014C YCR14C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),582,GO:0006974
Q07980,MLH2_YEAST,reviewed,DNA mismatch repair protein MLH2 (MutL protein homolog 2),MLH2 YLR035C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),695,GO:0006974
P40562,MPH1_YEAST,reviewed,ATP-dependent DNA helicase MPH1 (EC 3.6.4.12) (FANCM-like protein 1) (Mutator phenotype protein 1),MPH1 YIR002C YIB2C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),993,GO:0006974
P36010,NDK_YEAST,reviewed,Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6),YNK1 NDK1 YNK YKL067W YKL333,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),153,GO:0006974
P20457,PRI2_YEAST,reviewed,DNA primase large subunit (DNA polymerase alpha:primase complex p58 subunit) (DNA polymerase-primase complex p58 subunit) (Pol alpha-primase complex p58 subunit) (DNA primase 58 kDa subunit),PRI2 YKL045W YKL258,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),528,GO:0006974
A6ZU34,INO80_YEAS7,reviewed,Chromatin-remodeling ATPase INO80 (EC 3.6.4.-) (Inositol-requiring protein 80),INO80 SCY_1917,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),1495,GO:0006974
P32829,MRE11_YEAST,reviewed,Double-strand break repair protein MRE11,MRE11 YMR224C YM9959.06C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),692,GO:0006974
Q05541,NSE3_YEAST,reviewed,Non-structural maintenance of chromosome element 3 (Non-SMC element 3),NSE3 YDR288W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),303,GO:0006974
P43124,NSE4_YEAST,reviewed,Non-structural maintenance of chromosome element 4 (Non-SMC element 4) (Protein QRI2),NSE4 QRI2 YDL105W D2354,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),402,GO:0006974
P06777,RAD1_YEAST,reviewed,DNA repair protein RAD1,RAD1 YPL022W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1100,GO:0006974
Q03834,MSH6_YEAST,reviewed,DNA mismatch repair protein MSH6 (MutS protein homolog 6) (Postmeiotic segregation protein 3),MSH6 PMS3 YDR097C YD8557.04C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1242,GO:0006974
P36161,NU133_YEAST,reviewed,Nucleoporin NUP133 (Nuclear pore protein NUP133),NUP133 RAT3 YKR082W YKR402,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1157,GO:0006974
Q12083,MLH3_YEAST,reviewed,DNA mismatch repair protein MLH3 (MutL protein homolog 3),MLH3 YPL164C P2550,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),715,GO:0006974
B3LN76,RDH54_YEAS1,reviewed,DNA repair and recombination protein RDH54 (RAD homolog 54) (Recombination factor TID1) (Two hybrid interaction with DMC1 protein 1) [Includes: DNA topoisomerase (EC 5.99.1.-); Putative helicase (EC 3.6.4.12)],RDH54 TID1 SCRG_02893,Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast),924,GO:0006974
P38086,RDH54_YEAST,reviewed,DNA repair and recombination protein RDH54 (RAD homolog 54) (Recombination factor TID1) (Two hybrid interaction with DMC1 protein 1) [Includes: DNA topoisomerase (EC 5.99.1.-); Putative helicase (EC 3.6.4.12)],RDH54 TID1 YBR073W YBR0715,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),958,GO:0006974
P15442,GCN2_YEAST,reviewed,eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (General control non-derepressible protein 2) (Serine/threonine-protein kinase GCN2),GCN2 AAS1 YDR283C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1659,GO:0006974
Q04087,LRS4_YEAST,reviewed,Monopolin complex subunit LRS4 (Loss of rDNA silencing protein 4),LRS4 YDR439W D9461.25,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),347,GO:0006974
P38351,PAF1_YEAST,reviewed,RNA polymerase II-associated protein 1 (Protein PAF1),PAF1 YBR279W YBR2016,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),445,GO:0006974
P17157,PHO85_YEAST,reviewed,Cyclin-dependent protein kinase PHO85 (EC 2.7.11.22) (Negative regulator of the PHO system) (Serine/threonine-protein kinase PHO85),PHO85 SSG3 YPL031C P7102.18A,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),305,GO:0006974
P40164,PP4R3_YEAST,reviewed,Serine/threonine-protein phosphatase 4 regulatory subunit 3 (PP4R3),PSY2 YNL201C N1366,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),858,GO:0006974
P53549,PRS10_YEAST,reviewed,26S proteasome subunit RPT4 (26S protease subunit SUG2) (Proteasomal cap subunit),RPT4 CRL13 PCS1 SUG2 YOR259C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),437,GO:0006974
P25336,MSH3_YEAST,reviewed,DNA mismatch repair protein MSH3 (Mismatch-binding protein) (MBP) (MutS protein homolog 3),MSH3 YCR092C YCR1152 YCR92C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1018,GO:0006974
P27999,RPB9_YEAST,reviewed,DNA-directed RNA polymerase II subunit RPB9 (RNA polymerase II subunit B9) (B12.6) (DNA-directed RNA polymerase II 14.2 kDa polypeptide) (DNA-directed RNA polymerase II subunit 9),RPB9 YGL070C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),122,GO:0006974
Q06164,MMS22_YEAST,reviewed,E3 ubiquitin-protein ligase substrate receptor MMS22 (Methyl methanesulfonate-sensitivity protein 22) (Synthetically lethal with MCM10 protein 2),MMS22 SLM2 YLR320W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1454,GO:0006974
P40469,MET18_YEAST,reviewed,DNA repair/transcription protein MET18/MMS19 (Methyl methanesulfonate-sensitivity protein 19),MET18 MMS19 YIL128W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1032,GO:0006974
Q04383,PLM2_YEAST,reviewed,Protein PLM2 (Plasmid maintenance protein 2),PLM2 YDR501W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),521,GO:0006974
